,I-E,N-S,T-F,J-P
3902,1,0,1,1
3903,1,0,0,1
3904,0,0,1,1
3905,0,0,1,0
3906,0,0,1,1
3907,0,0,1,0
3908,1,0,0,0
3909,0,0,0,0
3910,0,0,1,1
3911,0,0,0,0
3912,0,1,1,0
3913,0,0,0,1
3914,1,0,0,1
3915,0,0,0,1
3916,0,1,1,1
3917,1,0,0,1
3918,0,1,0,1
3919,1,0,0,1
3920,1,0,1,0
3921,1,0,1,1
3922,1,0,1,1
3923,1,0,0,1
3924,0,1,0,0
3925,1,0,0,0
3926,1,0,0,1
3927,0,0,0,1
3928,0,0,1,1
3929,1,0,1,0
3930,0,0,1,0
3931,0,0,1,1
3932,1,0,1,1
3933,1,0,1,1
3934,0,0,1,0
3935,1,0,1,1
3936,0,1,0,0
3937,0,0,1,0
3938,0,1,0,1
3939,1,1,1,0
3940,0,0,1,0
3941,0,0,1,0
3942,0,0,1,0
3943,0,0,0,0
3944,0,1,0,1
3945,0,0,1,0
3946,1,0,1,1
3947,0,0,1,0
3948,0,0,1,1
3949,1,0,1,1
3950,0,0,1,1
3951,0,0,0,1
3952,0,0,1,1
3953,0,0,0,0
3954,0,0,0,1
3955,0,1,1,1
3956,0,1,1,0
3957,0,0,1,1
3958,0,0,1,0
3959,0,0,0,0
3960,0,0,1,1
3961,1,0,1,1
3962,1,1,0,0
3963,0,1,1,0
3964,1,0,1,1
3965,0,0,0,0
3966,0,1,1,1
3967,0,0,1,0
3968,0,0,0,1
3969,1,0,0,0
3970,0,0,0,1
3971,0,1,1,0
3972,0,0,0,0
3973,1,0,0,0
3974,0,0,1,1
3975,0,0,1,0
3976,0,0,1,0
3977,0,0,1,1
3978,0,0,0,0
3979,0,0,1,0
3980,0,0,1,1
3981,0,0,1,0
3982,0,0,1,0
3983,1,0,1,1
3984,1,0,0,0
3985,0,0,0,1
3986,1,0,0,1
3987,0,0,0,0
3988,0,0,1,1
3989,0,0,0,1
3990,0,0,1,0
3991,0,0,1,0
3992,0,0,1,0
3993,1,0,1,1
3994,0,0,0,1
3995,0,1,0,1
3996,0,0,0,0
3997,0,1,0,1
3998,0,0,0,0
3999,0,0,0,0
4000,0,0,1,1
4001,1,1,1,1
4002,0,0,0,1
4003,1,1,0,1
4004,0,0,0,0
4005,0,0,0,0
4006,0,0,1,1
4007,0,0,1,0
4008,0,0,1,1
4009,0,0,1,1
4010,0,0,0,1
4011,0,1,0,0
4012,1,0,0,1
4013,1,0,0,1
4014,0,0,1,1
4015,1,0,0,1
4016,0,1,0,0
4017,0,0,0,1
4018,0,0,1,0
4019,1,1,1,0
4020,0,0,0,0
4021,0,0,0,1
4022,1,0,1,1
4023,0,0,1,1
4024,0,0,0,1
4025,0,0,0,1
4026,0,0,0,1
4027,1,0,0,1
4028,0,0,1,0
4029,1,0,1,1
4030,0,0,1,1
4031,0,0,1,0
4032,0,0,1,1
4033,1,0,0,0
4034,0,0,1,1
4035,1,0,0,1
4036,0,1,0,1
4037,0,0,1,1
4038,1,0,0,1
4039,0,0,1,1
4040,1,0,1,1
4041,0,1,1,1
4042,1,0,1,1
4043,0,0,1,1
4044,1,0,1,1
4045,0,0,1,1
4046,0,0,1,1
4047,1,0,1,1
4048,0,1,0,0
4049,0,1,1,0
4050,0,0,0,0
4051,0,0,0,0
4052,0,0,1,1
4053,1,0,0,1
4054,0,0,0,1
4055,0,0,1,1
4056,0,0,0,0
4057,1,0,1,0
4058,0,0,0,1
4059,0,1,1,1
4060,0,1,0,0
4061,1,0,1,1
4062,1,1,0,0
4063,0,0,1,0
4064,0,0,1,1
4065,0,0,1,0
4066,0,0,0,1
4067,0,1,0,0
4068,0,0,0,1
4069,1,0,0,1
4070,0,0,0,1
4071,0,0,1,0
4072,1,0,1,1
4073,0,0,1,0
4074,0,0,1,1
4075,1,0,0,0
4076,0,0,0,1
4077,1,0,0,1
4078,1,0,0,1
4079,0,0,0,1
4080,0,0,1,0
4081,0,1,0,1
4082,0,0,1,0
4083,0,0,1,1
4084,1,0,1,1
4085,0,0,1,1
4086,0,0,1,1
4087,0,0,0,1
4088,0,0,0,0
4089,0,0,0,1
4090,0,0,1,1
4091,0,0,1,0
4092,0,0,1,1
4093,0,0,0,1
4094,0,1,1,1
4095,0,0,1,0
4096,1,0,1,1
4097,0,0,1,0
4098,0,0,0,1
4099,1,0,1,1
4100,0,0,0,0
4101,1,0,1,1
4102,0,0,1,1
4103,0,0,1,1
4104,0,0,1,1
4105,0,1,0,0
4106,0,0,1,0
4107,0,1,0,1
4108,0,0,1,0
4109,0,0,1,1
4110,0,0,0,0
4111,0,0,1,0
4112,1,0,0,0
4113,0,1,1,1
4114,0,0,0,1
4115,0,1,1,0
4116,0,0,0,0
4117,1,1,0,0
4118,0,0,1,0
4119,0,0,1,0
4120,0,0,1,0
4121,0,0,0,1
4122,0,0,0,1
4123,0,1,0,0
4124,0,0,0,1
4125,0,0,0,1
4126,0,0,1,0
4127,0,1,0,0
4128,1,0,0,1
4129,1,1,0,0
4130,1,0,1,1
4131,0,1,1,0
4132,1,0,1,1
4133,1,0,0,1
4134,0,0,1,0
4135,1,0,0,1
4136,0,0,0,0
4137,0,0,1,1
4138,0,0,1,1
4139,0,0,1,0
4140,0,0,0,1
4141,1,0,0,1
4142,0,0,0,0
4143,0,0,1,0
4144,0,0,0,0
4145,0,0,0,1
4146,0,0,1,0
4147,0,0,0,1
4148,1,1,0,0
4149,1,0,1,0
4150,0,0,1,0
4151,0,0,0,1
4152,1,0,0,0
4153,0,0,1,1
4154,0,0,1,1
4155,0,0,0,1
4156,0,0,1,1
4157,0,1,1,0
4158,0,0,1,0
4159,0,0,1,1
4160,0,0,0,0
4161,0,0,0,0
4162,1,0,1,0
4163,0,0,1,0
4164,1,0,1,1
4165,1,1,0,1
4166,0,0,1,0
4167,1,0,1,0
4168,1,0,0,1
4169,0,0,1,0
4170,0,0,1,1
4171,1,0,0,1
4172,1,0,0,1
4173,1,0,1,0
4174,0,0,0,1
4175,0,0,0,0
4176,0,0,1,1
4177,1,0,0,1
4178,0,0,1,1
4179,0,0,1,1
4180,0,0,0,1
4181,1,0,0,1
4182,1,1,0,0
4183,1,0,1,1
4184,0,0,0,1
4185,0,0,1,1
4186,1,0,0,0
4187,0,0,0,1
4188,0,0,1,1
4189,0,0,1,0
4190,0,0,1,0
4191,1,1,0,0
4192,0,0,1,1
4193,0,0,0,0
4194,0,1,0,0
4195,1,0,1,1
4196,0,1,1,0
4197,0,0,1,0
4198,0,0,0,1
4199,0,0,0,1
4200,0,0,1,1
4201,0,0,0,1
4202,0,0,0,1
4203,1,0,1,1
4204,0,0,0,1
4205,0,0,0,1
4206,1,0,1,0
4207,0,0,0,1
4208,1,0,1,0
4209,1,0,0,1
4210,1,0,1,1
4211,0,0,0,1
4212,0,0,0,1
4213,0,0,1,1
4214,0,1,1,1
4215,0,0,1,0
4216,0,0,1,0
4217,0,0,1,1
4218,0,0,1,1
4219,0,0,1,1
4220,0,0,1,0
4221,0,0,0,1
4222,0,0,1,1
4223,0,0,0,1
4224,0,0,1,0
4225,0,0,0,0
4226,1,0,0,1
4227,0,0,0,0
4228,0,0,1,0
4229,1,1,0,1
4230,0,0,0,1
4231,0,0,0,1
4232,0,0,1,1
4233,0,1,0,1
4234,1,0,1,0
4235,0,0,1,0
4236,1,0,1,0
4237,0,0,1,0
4238,0,0,1,1
4239,0,0,0,1
4240,0,0,1,1
4241,0,0,1,1
4242,0,0,1,0
4243,0,0,0,1
4244,0,0,1,0
4245,1,0,1,1
4246,0,1,0,0
4247,1,0,1,1
4248,0,0,1,1
4249,0,1,0,0
4250,1,0,0,1
4251,0,0,1,0
4252,1,0,0,0
4253,1,0,1,1
4254,0,0,0,1
4255,1,0,0,1
4256,0,1,1,1
4257,0,0,1,1
4258,0,0,1,1
4259,0,0,1,1
4260,1,0,0,1
4261,0,0,0,0
4262,0,0,1,1
4263,1,0,1,1
4264,0,0,1,0
4265,0,1,0,1
4266,0,0,1,1
4267,0,0,1,0
4268,0,0,1,1
4269,1,0,0,0
4270,0,0,0,1
4271,0,0,1,0
4272,0,0,1,1
4273,0,0,1,1
4274,0,0,1,1
4275,0,0,0,1
4276,0,0,1,0
4277,1,1,1,0
4278,1,0,1,1
4279,1,0,1,0
4280,0,0,1,1
4281,0,0,0,0
4282,1,0,0,1
4283,0,1,1,1
4284,0,0,1,1
4285,0,0,1,0
4286,0,0,0,0
4287,0,0,1,1
4288,0,0,0,1
4289,0,0,1,1
4290,0,0,1,1
4291,0,0,1,0
4292,0,0,1,0
4293,0,0,0,0
4294,1,0,0,0
4295,1,1,1,0
4296,0,0,0,0
4297,0,0,0,1
4298,0,0,0,1
4299,0,0,0,1
4300,1,0,1,1
4301,1,0,0,1
4302,0,0,0,1
4303,0,1,1,0
4304,1,0,0,1
4305,0,0,0,1
4306,1,0,0,0
4307,0,0,0,0
4308,1,0,1,1
4309,0,0,0,1
4310,0,0,1,1
4311,0,0,0,1
4312,1,0,0,1
4313,0,0,1,0
4314,0,0,0,1
4315,0,0,1,0
4316,0,1,1,1
4317,1,0,0,1
4318,0,0,1,1
4319,0,0,0,1
4320,0,0,1,1
4321,0,0,1,1
4322,0,0,0,0
4323,0,0,0,0
4324,0,0,0,1
4325,0,0,0,1
4326,0,0,1,0
4327,0,0,0,1
4328,0,1,0,1
4329,0,0,0,0
4330,0,1,1,1
4331,0,0,0,0
4332,0,0,0,1
4333,0,0,1,0
4334,1,0,1,1
4335,0,0,0,0
4336,0,1,0,1
4337,0,0,1,0
4338,1,0,1,1
4339,1,0,1,1
4340,0,0,1,1
4341,1,0,1,1
4342,0,0,1,1
4343,0,0,1,0
4344,1,0,0,1
4345,0,0,0,0
4346,1,0,0,1
4347,1,0,1,1
4348,0,0,0,1
4349,0,0,1,1
4350,0,0,1,0
4351,1,0,1,1
4352,0,0,1,0
4353,0,0,1,1
4354,0,0,1,1
4355,0,1,1,1
4356,0,0,0,0
4357,0,0,0,1
4358,0,0,1,1
4359,0,1,1,0
4360,0,0,1,1
4361,0,0,1,0
4362,0,0,1,0
4363,1,0,1,1
4364,0,0,1,0
4365,1,1,1,0
4366,0,0,0,0
4367,0,0,1,0
4368,0,0,1,0
4369,0,0,1,1
4370,0,0,0,0
4371,0,1,1,1
4372,0,0,0,1
4373,0,0,1,1
4374,0,0,1,1
4375,0,0,0,0
4376,1,0,1,0
4377,0,0,1,0
4378,1,1,1,0
4379,0,0,1,1
4380,1,0,0,0
4381,0,0,1,1
4382,0,0,1,1
4383,0,0,1,1
4384,1,0,0,1
4385,0,0,1,1
4386,0,0,1,0
4387,0,0,0,1
4388,0,1,1,1
4389,0,0,0,0
4390,0,0,1,0
4391,0,1,1,1
4392,0,0,1,0
4393,0,0,1,0
4394,0,0,1,1
4395,0,0,1,1
4396,1,0,0,0
4397,0,0,0,1
4398,1,0,1,1
4399,1,0,1,1
4400,0,0,1,0
4401,1,0,1,1
4402,0,0,1,0
4403,1,0,1,1
4404,1,0,1,1
4405,0,0,0,0
4406,1,0,0,1
4407,0,0,1,0
4408,0,0,1,0
4409,1,0,1,0
4410,0,0,1,0
4411,0,0,1,0
4412,0,0,1,0
4413,0,0,1,0
4414,0,0,0,0
4415,0,0,0,1
4416,1,0,0,1
4417,0,0,1,1
4418,0,0,0,0
4419,0,1,0,1
4420,0,0,1,1
4421,0,0,1,0
4422,1,0,1,1
4423,1,0,0,0
4424,0,0,0,0
4425,0,0,1,1
4426,1,0,0,1
4427,0,1,0,1
4428,0,0,1,1
4429,1,0,1,1
4430,0,1,1,1
4431,0,1,1,1
4432,0,0,0,1
4433,1,0,0,1
4434,0,0,1,1
4435,0,0,1,0
4436,0,0,1,0
4437,0,0,0,1
4438,0,0,1,0
4439,0,0,0,1
4440,0,0,1,1
4441,0,0,1,1
4442,0,0,0,1
4443,0,0,1,0
4444,1,0,1,1
4445,0,0,1,0
4446,0,0,1,1
4447,0,0,1,0
4448,0,0,1,1
4449,0,0,1,0
4450,0,0,0,1
4451,0,1,1,1
4452,0,0,0,1
4453,0,0,0,1
4454,0,1,0,1
4455,0,0,1,1
4456,1,0,1,1
4457,0,0,1,0
4458,0,0,1,1
4459,1,0,0,1
4460,1,0,0,0
4461,1,0,1,1
4462,0,0,1,1
4463,0,0,1,0
4464,0,1,0,1
4465,0,0,1,1
4466,0,0,1,1
4467,0,0,1,1
4468,0,0,1,0
4469,0,0,0,1
4470,0,0,1,0
4471,0,0,0,1
4472,0,0,1,1
4473,0,0,1,0
4474,1,0,1,1
4475,0,0,1,0
4476,0,0,1,1
4477,0,1,1,1
4478,0,0,0,1
4479,0,0,1,1
4480,0,0,1,0
4481,0,0,1,0
4482,1,0,1,1
4483,0,0,1,0
4484,0,0,1,1
4485,0,0,1,1
4486,0,0,1,0
4487,1,0,0,1
4488,0,0,1,1
4489,0,0,1,1
4490,0,0,0,0
4491,1,0,1,1
4492,1,0,0,1
4493,1,0,1,1
4494,1,0,1,1
4495,0,0,1,0
4496,0,0,0,1
4497,0,0,1,1
4498,0,1,1,0
4499,0,0,0,0
4500,0,0,1,1
4501,0,0,0,0
4502,0,0,0,0
4503,0,0,0,1
4504,0,0,1,1
4505,1,0,1,1
4506,1,0,0,1
4507,0,0,1,1
4508,0,1,0,1
4509,0,0,0,1
4510,1,1,0,1
4511,1,0,0,0
4512,1,0,0,1
4513,0,0,1,1
4514,0,0,0,0
4515,0,1,0,1
4516,1,0,1,1
4517,0,0,1,1
4518,1,0,1,1
4519,1,0,1,1
4520,0,0,1,1
4521,0,0,1,1
4522,1,0,0,1
4523,0,1,1,1
4524,0,0,0,1
4525,0,0,1,0
4526,1,0,0,1
4527,0,0,1,0
4528,0,0,1,1
4529,0,0,1,1
4530,0,0,1,1
4531,1,0,0,1
4532,0,0,0,1
4533,0,0,1,0
4534,0,0,0,1
4535,0,0,0,1
4536,0,0,1,1
4537,0,1,1,1
4538,0,0,1,1
4539,0,0,0,1
4540,0,0,1,1
4541,0,0,0,0
4542,0,1,1,1
4543,0,0,1,0
4544,0,0,1,1
4545,0,0,0,1
4546,0,0,1,0
4547,0,0,1,0
4548,0,0,1,1
4549,0,0,0,1
4550,0,1,1,1
4551,0,0,1,0
4552,0,1,1,1
4553,0,0,0,1
4554,0,0,1,0
4555,1,0,1,1
4556,0,0,1,1
4557,1,0,0,0
4558,0,0,1,1
4559,0,0,1,1
4560,1,0,0,1
4561,1,0,1,1
4562,0,0,1,0
4563,0,0,1,1
4564,0,0,1,1
4565,0,0,1,0
4566,0,0,1,1
4567,0,0,0,1
4568,0,1,1,1
4569,0,0,1,0
4570,1,1,1,0
4571,0,0,1,0
4572,0,0,0,0
4573,1,0,0,0
4574,0,0,0,1
4575,0,0,1,1
4576,0,0,0,0
4577,0,0,1,0
4578,0,0,1,1
4579,0,0,0,1
4580,1,0,0,1
4581,0,0,0,1
4582,0,0,0,0
4583,0,0,0,0
4584,0,0,0,0
4585,0,0,0,1
4586,1,0,1,1
4587,0,1,1,1
4588,0,0,0,0
4589,0,1,1,1
4590,0,0,0,1
4591,0,1,0,1
4592,0,0,0,1
4593,0,0,1,1
4594,0,0,1,1
4595,0,0,1,1
4596,0,0,0,1
4597,0,0,0,1
4598,0,1,0,1
4599,1,1,0,1
4600,0,0,0,0
4601,0,0,1,1
4602,1,0,0,0
4603,0,0,1,0
4604,0,0,1,1
4605,0,0,0,0
4606,0,0,0,1
4607,1,0,1,1
4608,0,0,1,0
4609,0,0,1,1
4610,0,0,0,1
4611,0,0,0,0
4612,1,0,0,1
4613,0,0,1,1
4614,0,0,1,1
4615,0,0,0,0
4616,0,0,1,0
4617,0,0,0,1
4618,1,0,0,1
4619,0,0,0,1
4620,0,0,1,0
4621,0,0,1,1
4622,0,0,0,1
4623,1,0,1,1
4624,0,0,1,0
4625,0,0,0,0
4626,0,0,0,1
4627,0,0,0,0
4628,0,0,1,1
4629,0,0,0,1
4630,1,0,1,1
4631,1,0,1,1
4632,0,0,1,0
4633,0,0,1,0
4634,0,0,1,1
4635,1,0,1,0
4636,0,0,0,1
4637,0,0,0,1
4638,1,1,0,1
4639,0,0,0,1
4640,0,1,0,0
4641,0,0,1,1
4642,1,0,0,1
4643,0,0,1,0
4644,1,0,0,1
4645,1,0,1,1
4646,0,1,1,0
4647,1,0,0,1
4648,0,0,1,1
4649,0,0,1,0
4650,0,1,0,1
4651,1,0,1,0
4652,0,0,1,0
4653,0,0,1,1
4654,0,0,1,1
4655,0,0,0,1
4656,0,0,0,0
4657,0,0,0,1
4658,1,0,1,1
4659,0,0,1,1
4660,0,0,0,1
4661,0,0,1,0
4662,0,0,0,0
4663,0,0,1,0
4664,1,0,0,1
4665,1,0,0,1
4666,0,0,0,1
4667,0,0,0,1
4668,0,0,1,0
4669,0,0,0,1
4670,0,1,0,0
4671,1,0,1,1
4672,1,0,0,1
4673,0,0,1,0
4674,0,0,1,0
4675,1,0,0,1
4676,0,0,1,0
4677,0,0,1,1
4678,1,0,1,1
4679,0,0,1,0
4680,0,0,0,0
4681,0,1,1,1
4682,0,0,0,0
4683,0,1,0,0
4684,0,0,1,0
4685,0,0,0,0
4686,0,0,0,1
4687,0,0,1,0
4688,0,0,1,1
4689,1,0,1,1
4690,0,0,1,1
4691,0,0,1,1
4692,0,0,1,1
4693,0,0,0,1
4694,0,0,1,1
4695,0,0,0,1
4696,0,0,0,1
4697,1,0,0,1
4698,0,0,0,1
4699,0,0,1,1
4700,0,0,0,1
4701,1,0,0,1
4702,0,0,1,1
4703,0,0,1,1
4704,0,0,1,0
4705,0,1,0,0
4706,0,0,0,1
4707,0,0,1,1
4708,1,0,1,1
4709,1,0,0,0
4710,0,0,0,0
4711,0,0,1,1
4712,1,0,1,1
4713,0,0,0,1
4714,0,0,1,0
4715,0,0,1,0
4716,0,0,1,1
4717,0,0,0,0
4718,0,1,1,0
4719,0,0,0,1
4720,0,1,1,0
4721,0,0,0,1
4722,0,0,1,1
4723,0,0,1,1
4724,0,0,1,0
4725,0,0,0,1
4726,0,1,0,0
4727,0,0,0,0
4728,0,1,0,1
4729,0,0,0,1
4730,0,0,0,0
4731,0,0,0,0
4732,0,0,1,0
4733,0,0,0,1
4734,0,1,0,1
4735,0,0,0,1
4736,0,0,0,1
4737,0,0,1,0
4738,0,0,1,1
4739,0,0,1,1
4740,0,0,0,1
4741,0,0,0,0
4742,0,0,1,1
4743,0,0,0,0
4744,0,0,1,1
4745,0,1,1,1
4746,0,0,0,0
4747,0,0,1,1
4748,1,0,0,1
4749,0,0,1,1
4750,1,0,1,1
4751,1,0,0,0
4752,1,0,0,0
4753,0,0,1,1
4754,0,0,0,1
4755,0,0,1,0
4756,0,0,0,1
4757,0,0,1,1
4758,0,0,0,1
4759,0,0,1,1
4760,1,0,1,1
4761,0,0,0,0
4762,1,0,1,1
4763,0,0,1,1
4764,0,0,1,1
4765,0,0,0,1
4766,1,0,0,0
4767,0,0,1,1
4768,0,0,1,1
4769,0,0,0,1
4770,0,0,1,1
4771,0,0,0,0
4772,1,0,0,1
4773,0,1,0,1
4774,0,0,0,0
4775,0,0,1,1
4776,0,0,1,0
4777,0,0,0,0
4778,1,0,1,1
4779,0,0,0,0
4780,0,1,0,0
4781,1,0,0,0
4782,0,0,0,1
4783,0,0,1,0
4784,1,0,0,0
4785,0,1,0,1
4786,0,0,0,1
4787,1,0,0,1
4788,1,1,1,0
4789,0,1,1,0
4790,0,0,0,0
4791,0,0,0,0
4792,1,0,0,0
4793,0,0,0,0
4794,0,0,0,0
4795,1,0,0,1
4796,0,0,1,0
4797,0,1,0,1
4798,0,0,1,1
4799,1,0,0,1
4800,0,0,1,1
4801,1,1,0,1
4802,0,0,1,1
4803,1,0,1,0
4804,0,0,1,1
4805,0,0,1,0
4806,0,0,1,0
4807,1,1,0,1
4808,0,0,1,0
4809,0,0,1,1
4810,0,0,1,1
4811,0,0,0,0
4812,0,0,1,0
4813,1,0,0,1
4814,1,0,1,1
4815,0,0,0,1
4816,0,0,1,0
4817,0,0,1,0
4818,0,0,0,0
4819,0,0,0,0
4820,0,0,1,1
4821,0,1,1,1
4822,0,0,1,0
4823,0,1,1,0
4824,0,0,1,1
4825,0,0,1,1
4826,1,0,0,1
4827,0,0,0,0
4828,0,0,0,1
4829,0,0,0,1
4830,1,0,1,1
4831,0,0,1,1
4832,1,1,1,1
4833,0,0,1,1
4834,0,0,0,0
4835,0,0,0,1
4836,0,1,1,0
4837,0,0,0,1
4838,0,0,0,0
4839,0,0,0,0
4840,0,0,1,0
4841,0,0,1,1
4842,1,0,0,1
4843,1,0,0,1
4844,0,0,1,1
4845,0,0,1,1
4846,0,0,1,1
4847,1,0,0,1
4848,0,0,0,0
4849,0,0,1,1
4850,0,0,1,0
4851,0,0,1,0
4852,0,0,0,1
4853,0,0,0,0
4854,0,0,0,0
4855,0,1,0,1
4856,0,0,0,0
4857,0,0,1,1
4858,0,1,0,0
4859,0,0,0,1
4860,0,0,0,1
4861,0,1,1,0
4862,0,1,0,1
4863,0,0,0,0
4864,0,0,0,1
4865,0,0,1,0
4866,0,0,0,1
4867,0,0,0,0
4868,0,1,0,0
4869,1,0,1,0
4870,0,0,1,0
4871,0,0,0,0
4872,1,0,1,1
4873,0,0,1,1
4874,0,0,1,0
4875,0,1,0,1
4876,0,0,0,1
4877,1,1,0,1
4878,1,0,0,1
4879,0,1,0,0
4880,0,0,0,1
4881,0,0,1,0
4882,0,0,1,0
4883,1,0,1,1
4884,0,0,0,0
4885,0,0,1,1
4886,0,0,0,0
4887,0,0,1,1
4888,1,0,1,1
4889,1,0,1,1
4890,0,0,1,1
4891,0,0,0,0
4892,1,0,1,1
4893,1,0,0,1
4894,0,0,0,1
4895,1,0,1,1
4896,0,0,1,0
4897,0,0,1,1
4898,0,0,0,0
4899,1,0,0,1
4900,1,0,0,1
4901,0,1,0,1
4902,0,0,1,0
4903,0,0,0,0
4904,1,0,0,1
4905,0,0,1,0
4906,0,0,1,1
4907,1,1,0,0
4908,0,0,0,0
4909,1,0,1,1
4910,0,0,0,0
4911,0,0,0,0
4912,0,1,1,1
4913,0,0,1,1
4914,1,0,0,1
4915,0,0,1,0
4916,0,0,1,1
4917,0,0,1,0
4918,0,0,0,0
4919,0,0,1,0
4920,0,1,1,0
4921,0,0,0,0
4922,0,1,1,1
4923,0,0,1,1
4924,0,0,1,1
4925,0,0,1,0
4926,1,0,1,1
4927,0,0,1,1
4928,1,0,1,1
4929,0,0,1,1
4930,0,0,0,0
4931,0,0,1,0
4932,0,0,1,1
4933,0,0,1,1
4934,0,0,0,1
4935,0,1,1,1
4936,0,0,1,0
4937,0,0,0,1
4938,0,0,0,1
4939,0,0,0,1
4940,0,0,0,0
4941,0,0,0,0
4942,0,0,0,1
4943,0,1,0,0
4944,0,0,0,1
4945,0,0,1,0
4946,0,0,1,1
4947,0,0,1,0
4948,1,0,1,1
4949,0,1,1,1
4950,1,0,1,1
4951,1,1,0,1
4952,0,0,0,0
4953,0,0,0,0
4954,0,0,0,0
4955,0,0,1,1
4956,0,0,0,1
4957,0,0,1,1
4958,1,0,1,0
4959,0,0,0,1
4960,1,0,0,1
4961,0,0,1,1
4962,0,0,1,0
4963,0,0,1,0
4964,0,0,0,0
4965,0,0,1,0
4966,1,0,1,1
4967,0,0,1,1
4968,0,0,1,1
4969,0,0,0,0
4970,0,0,1,0
4971,0,0,1,1
4972,0,0,1,1
4973,0,0,1,0
4974,0,0,0,1
4975,0,0,0,0
4976,0,0,1,1
4977,0,0,0,0
4978,0,0,0,0
4979,0,0,1,0
4980,0,0,1,0
4981,1,0,0,0
4982,1,0,0,0
4983,0,1,1,0
4984,0,0,0,0
4985,0,0,1,0
4986,0,0,1,1
4987,0,0,1,0
4988,0,0,1,1
4989,0,0,1,0
4990,0,1,0,1
4991,0,0,0,0
4992,0,0,0,1
4993,0,0,0,1
4994,0,0,1,1
4995,0,0,1,0
4996,0,0,1,0
4997,1,0,1,1
4998,1,0,1,1
4999,1,0,1,0
5000,0,0,1,0
5001,1,0,1,1
5002,0,0,0,1
5003,0,0,1,1
5004,1,0,1,1
5005,1,0,1,0
5006,0,0,0,1
5007,0,1,0,0
5008,0,0,0,1
5009,0,0,1,0
5010,0,0,0,0
5011,0,0,1,0
5012,1,0,1,1
5013,0,0,1,0
5014,0,0,0,0
5015,0,0,1,0
5016,1,0,0,0
5017,1,0,0,1
5018,0,0,0,0
5019,0,1,1,1
5020,0,0,1,1
5021,0,0,0,0
5022,0,0,0,1
5023,0,0,1,0
5024,0,0,1,0
5025,0,0,1,1
5026,1,0,1,1
5027,0,1,1,0
5028,0,0,0,1
5029,0,0,1,0
5030,0,0,0,1
5031,0,0,0,1
5032,1,0,0,1
5033,1,1,1,0
5034,0,0,1,0
5035,0,1,0,1
5036,1,0,1,1
5037,0,0,1,0
5038,0,0,0,0
5039,0,0,0,0
5040,1,0,1,1
5041,0,0,1,1
5042,0,0,1,0
5043,1,0,0,1
5044,0,0,1,0
5045,1,0,1,0
5046,0,0,1,1
5047,1,0,0,1
5048,0,0,1,0
5049,1,0,1,1
5050,0,1,1,1
5051,0,0,0,0
5052,0,0,1,0
5053,1,0,1,1
5054,1,0,0,0
5055,1,1,1,0
5056,0,0,1,0
5057,0,0,1,1
5058,0,0,0,0
5059,0,0,0,1
5060,0,0,0,1
5061,1,0,1,0
5062,0,0,1,1
5063,1,0,0,1
5064,0,0,1,1
5065,1,0,0,1
5066,1,1,0,1
5067,0,1,0,0
5068,0,0,0,1
5069,0,0,0,0
5070,0,0,1,0
5071,0,0,1,0
5072,1,0,1,1
5073,0,1,0,1
5074,1,0,1,1
5075,0,0,1,1
5076,1,0,0,1
5077,0,0,0,0
5078,0,0,1,0
5079,0,0,0,1
5080,0,0,1,1
5081,0,0,1,0
5082,0,0,1,1
5083,0,0,1,1
5084,0,0,0,1
5085,0,0,1,0
5086,0,0,0,1
5087,0,0,1,0
5088,0,0,1,0
5089,0,0,1,0
5090,0,0,1,1
5091,0,0,1,0
5092,0,0,1,1
5093,0,0,1,1
5094,0,1,1,1
5095,0,1,1,1
5096,1,0,1,1
5097,0,0,1,0
5098,0,0,1,1
5099,0,0,1,0
5100,1,0,0,1
5101,0,0,0,0
5102,0,0,0,0
5103,0,0,1,1
5104,0,0,1,0
5105,0,0,0,0
5106,1,0,0,1
5107,0,1,0,0
5108,0,0,1,1
5109,1,0,0,0
5110,0,0,1,1
5111,0,0,1,1
5112,0,0,1,1
5113,0,1,1,1
5114,0,0,1,1
5115,0,0,1,0
5116,1,0,1,0
5117,1,0,0,1
5118,1,0,1,1
5119,1,0,1,1
5120,1,0,0,0
5121,0,0,0,1
5122,0,0,0,0
5123,1,0,0,0
5124,0,0,1,1
5125,0,0,1,1
5126,0,0,1,0
5127,1,0,0,1
5128,1,0,1,0
5129,0,0,1,1
5130,0,0,1,0
5131,0,0,0,0
5132,0,0,0,0
5133,0,0,0,1
5134,0,0,0,0
5135,0,0,0,1
5136,0,0,0,0
5137,0,0,0,0
5138,0,0,0,0
5139,1,0,1,0
5140,1,0,0,0
5141,1,0,1,1
5142,1,0,1,1
5143,0,0,1,0
5144,1,0,1,1
5145,0,0,0,0
5146,1,0,0,1
5147,0,0,0,0
5148,0,0,1,1
5149,0,0,1,1
5150,0,0,1,0
5151,0,0,1,1
5152,0,0,1,0
5153,0,0,0,1
5154,0,0,0,1
5155,1,0,1,0
5156,0,0,0,0
5157,0,0,0,1
5158,0,1,1,0
5159,0,0,0,0
5160,0,0,1,1
5161,0,1,0,1
5162,1,1,0,0
5163,0,0,1,0
5164,1,0,0,0
5165,1,0,1,0
5166,0,0,1,0
5167,0,0,0,1
5168,1,1,0,0
5169,0,0,1,1
5170,0,0,0,1
5171,1,0,0,1
5172,0,0,1,1
